knesset,name_he,cbs_semel,valid_votes,eligible,voters,right_bloc_votes,right_bloc_share,top_party,top_party_share,turnout,he_join_key,settlement_id
18,אלישיב,204,299,387,305,267,0.8929765886287625,מחל,0.3177257525083612,0.7881136950904393,אלישיב,
18,חגלה,205,324,391,327,142,0.4382716049382716,אמת,0.3549382716049383,0.8363171355498721,חגלה,
18,רמות השבים,206,690,921,696,423,0.6130434782608696,כן,0.4956521739130435,0.755700325732899,רמות השבים,
18,"גבעת ח""ן",207,243,308,243,127,0.522633744855967,כן,0.43209876543209874,0.788961038961039,גבעת ח ן,
18,מוצא עילית,208,409,625,411,198,0.4841075794621027,כן,0.3251833740831296,0.6576,מוצא עילית,
18,משמרות,213,177,239,178,70,0.3954802259887006,אמת,0.4519774011299435,0.7447698744769874,משמרות,
18,"כפר הרא""ה",217,498,603,499,458,0.9196787148594378,ב,0.44377510040160645,0.8275290215588723,כפר הרא ה,
18,גני עם,218,151,187,151,91,0.6026490066225165,כן,0.48344370860927155,0.8074866310160428,גני עם,
18,חיבת ציון,219,294,376,295,187,0.6360544217687075,כן,0.30272108843537415,0.7845744680851063,חיבת ציון,
18,כפר ביאליק,220,277,411,278,152,0.5487364620938628,כן,0.35018050541516244,0.6763990267639902,כפר ביאליק,
18,עין עירון,223,247,334,248,151,0.611336032388664,כן,0.5182186234817814,0.7425149700598802,עין עירון,
18,שושנת העמקים (רסק,224,261,444,267,213,0.8160919540229885,כן,0.36398467432950193,0.6013513513513513,שושנת העמקים רסק,
18,גן השומרון,225,372,515,375,222,0.5967741935483871,כן,0.4596774193548387,0.7281553398058253,גן השומרון,
18,גני תקווה,229,6925,9699,6982,5166,0.7459927797833935,כן,0.31537906137184113,0.7198680276317146,גני תקווה,
18,מעש,230,477,618,479,309,0.6477987421383647,כן,0.4129979035639413,0.7750809061488673,מעש,
18,שפיים,232,617,815,618,235,0.38087520259319285,אמת,0.4991896272285251,0.758282208588957,שפיים,
18,כפר ידידיה,233,355,439,357,179,0.504225352112676,כן,0.4535211267605634,0.8132118451025057,כפר ידידיה,
18,ביצרון,234,576,718,577,375,0.6510416666666666,כן,0.546875,0.8036211699164345,ביצרון,
18,חבצלת השרון,235,232,337,233,137,0.5905172413793104,כן,0.35344827586206895,0.6913946587537092,חבצלת השרון,
18,שער העמקים,237,404,536,408,127,0.31435643564356436,מרצ,0.37623762376237624,0.7611940298507462,שער העמקים,
18,גן חיים,239,391,494,393,193,0.4936061381074169,כן,0.4143222506393862,0.7955465587044535,גן חיים,
18,יקנעם עילית,240,8724,13517,8847,5883,0.6743466299862448,מחל,0.2861072902338377,0.6545091366427461,יקנעם עילית,
18,יקנעם (מושבה),241,675,911,678,401,0.5940740740740741,כן,0.4577777777777778,0.7442371020856202,יקנעם מושבה,
18,בית השיטה,242,623,910,625,187,0.3001605136436597,אמת,0.5634028892455859,0.6868131868131868,בית השיטה,
18,נתיבות,246,10891,16470,11034,8900,0.8171885042695803,שס,0.3806812964833349,0.6699453551912569,נתיבות,
18,רשפון,247,588,781,590,348,0.5918367346938775,כן,0.4608843537414966,0.7554417413572343,רשפון,
18,בית שערים,248,376,501,379,207,0.550531914893617,כן,0.39893617021276595,0.7564870259481038,בית שערים,
18,כפר סירקין,249,597,756,600,403,0.6750418760469011,כן,0.48743718592964824,0.7936507936507936,כפר סירקין,
18,הזורע,250,580,867,583,260,0.4482758620689655,כן,0.43275862068965515,0.6724336793540946,הזורע,
18,ביתן אהרן,252,90,139,90,54,0.6,כן,0.4666666666666667,0.6474820143884892,ביתן אהרן,
18,חולתה,253,267,367,270,95,0.35580524344569286,אמת,0.4681647940074906,0.7356948228882834,חולתה,
18,כפר המכבי,254,177,264,177,87,0.4915254237288136,כן,0.4463276836158192,0.6704545454545454,כפר המכבי,
18,כפר חיטים,255,264,390,265,158,0.5984848484848485,כן,0.3333333333333333,0.6794871794871795,כפר חיטים,
18,ניר דוד (תל עמל),256,401,538,404,148,0.3690773067331671,מרצ,0.36159600997506236,0.7509293680297398,ניר דוד תל עמל,
18,נופך,257,188,257,188,160,0.851063829787234,כן,0.35106382978723405,0.7315175097276264,נופך,
18,שדה נחום,259,165,251,165,92,0.5575757575757576,כן,0.4666666666666667,0.6573705179282868,שדה נחום,
18,גינוסר,262,287,460,288,164,0.5714285714285714,כן,0.47038327526132406,0.6260869565217392,גינוסר,
18,מסדה,263,155,240,155,65,0.41935483870967744,אמת,0.3741935483870968,0.6458333333333334,מסדה,
18,שער הגולן,264,369,501,369,148,0.4010840108401084,כן,0.34417344173441733,0.7365269461077845,שער הגולן,
18,בית יוסף,265,172,290,172,135,0.7848837209302325,שס,0.3546511627906977,0.593103448275862,בית יוסף,
18,כפר שמריהו,267,1072,1643,1085,717,0.6688432835820896,כן,0.4925373134328358,0.660377358490566,כפר שמריהו,
18,טירת צבי,268,389,500,391,332,0.8534704370179949,ב,0.4318766066838046,0.782,טירת צבי,
18,מולדת,269,471,629,472,268,0.5690021231422505,כן,0.4543524416135881,0.7503974562798092,מולדת,
18,עין השופט,270,487,771,492,146,0.2997946611909651,מרצ,0.35523613963039014,0.6381322957198443,עין השופט,
18,מעוז חיים,272,283,438,283,98,0.3462897526501767,אמת,0.4840989399293286,0.6461187214611872,מעוז חיים,
18,עין גב,273,293,447,295,151,0.515358361774744,כן,0.4300341296928328,0.6599552572706935,עין גב,
18,כפר מנחם,274,452,628,455,148,0.3274336283185841,מרצ,0.3407079646017699,0.7245222929936306,כפר מנחם,
18,צור משה,276,1167,1462,1176,729,0.6246786632390745,כן,0.493573264781491,0.8043775649794802,צור משה,
18,אושה,278,211,324,212,83,0.3933649289099526,אמת,0.41232227488151657,0.654320987654321,אושה,
18,חניתה,280,331,549,333,130,0.39274924471299094,כן,0.36253776435045315,0.6065573770491803,חניתה,
18,פקיעין חדשה,281,170,245,171,113,0.6647058823529411,שס,0.37058823529411766,0.6979591836734694,פקיעין חדשה,
18,שבי ציון,282,441,650,443,298,0.6757369614512472,כן,0.46485260770975056,0.6815384615384615,שבי ציון,
18,שדה ורבורג,284,593,773,598,364,0.6138279932546374,כן,0.47386172006745364,0.7736093143596378,שדה ורבורג,
18,אלונים,285,346,500,350,141,0.407514450867052,אמת,0.4421965317919075,0.7,אלונים,
18,מעלה החמישה,286,233,399,235,105,0.45064377682403434,כן,0.36909871244635195,0.5889724310776943,מעלה החמישה,
18,תל יצחק,287,501,634,520,318,0.6347305389221557,כן,0.5229540918163673,0.8201892744479495,תל יצחק,
18,בית יהושע,288,476,588,477,317,0.6659663865546218,כן,0.46638655462184875,0.8112244897959183,בית יהושע,
18,עין המפרץ,289,469,640,469,139,0.29637526652452023,מרצ,0.40085287846481876,0.7328125,עין המפרץ,
18,מעין צבי,290,359,539,364,155,0.43175487465181056,אמת,0.42618384401114207,0.6753246753246753,מעין צבי,
18,שרונה,292,299,392,304,175,0.5852842809364549,כן,0.46488294314381273,0.7755102040816326,שרונה,
18,שדה יואב,293,151,213,153,64,0.423841059602649,כן,0.3973509933774834,0.7183098591549296,שדה יואב,
18,אילון,294,550,719,555,207,0.37636363636363634,מרצ,0.33090909090909093,0.7719054242002782,אילון,
18,כפר רופין,295,267,395,267,96,0.3595505617977528,אמת,0.45318352059925093,0.6759493670886076,כפר רופין,
18,נווה איתן,296,141,215,141,58,0.41134751773049644,אמת,0.3475177304964539,0.6558139534883721,נווה איתן,
18,כפר מסריק,297,373,490,373,109,0.29222520107238603,מרצ,0.3672922252010724,0.7612244897959184,כפר מסריק,
18,מסילות,298,296,487,296,112,0.3783783783783784,כן,0.34797297297297297,0.6078028747433265,מסילות,
18,דליה,300,478,668,482,153,0.3200836820083682,מרצ,0.4246861924686193,0.7215568862275449,דליה,
18,בית עוזיאל,301,251,375,254,188,0.749003984063745,מחל,0.3466135458167331,0.6773333333333333,בית עוזיאל,
18,דפנה,302,393,546,400,188,0.47837150127226463,אמת,0.3944020356234097,0.7326007326007326,דפנה,
18,דן,303,300,425,300,102,0.34,מרצ,0.37666666666666665,0.7058823529411765,דן,
18,שדה אליהו,304,367,549,369,328,0.8937329700272479,ב,0.4087193460490463,0.6721311475409836,שדה אליהו,
18,גשר,305,301,454,302,103,0.34219269102990035,אמת,0.47840531561461797,0.6651982378854625,גשר,
18,שדמות דבורה,306,274,374,276,153,0.5583941605839416,כן,0.4233576642335766,0.7379679144385026,שדמות דבורה,
18,הזורעים,307,307,398,308,289,0.9413680781758957,ב,0.3127035830618892,0.7738693467336684,הזורעים,
18,מחניים,308,223,333,226,77,0.3452914798206278,אמת,0.3542600896860987,0.6786786786786787,מחניים,
18,נהורה,309,517,775,524,415,0.8027079303675049,מחל,0.3230174081237911,0.6761290322580645,נהורה,
18,כפר גליקסון,310,188,271,189,89,0.4734042553191489,כן,0.425531914893617,0.6974169741697417,כפר גליקסון,
18,גן שורק,311,160,227,161,98,0.6125,כן,0.35625,0.7092511013215859,גן שורק,
18,נווה ים,312,127,175,128,88,0.6929133858267716,כן,0.5196850393700787,0.7314285714285714,נווה ים,
18,אפק,313,280,396,281,109,0.3892857142857143,אמת,0.48214285714285715,0.7095959595959596,אפק,
18,נגבה,315,337,508,339,131,0.3887240356083086,כן,0.3590504451038576,0.6673228346456693,נגבה,
18,כפר נטר,316,480,591,484,305,0.6354166666666666,כן,0.49375,0.8189509306260575,כפר נטר,
18,בית אורן,317,157,268,157,70,0.445859872611465,כן,0.2929936305732484,0.585820895522388,בית אורן,
18,עמיעוז,318,125,205,129,84,0.672,מחל,0.304,0.6292682926829268,עמיעוז,
18,עמיר,319,336,483,338,99,0.29464285714285715,מרצ,0.40476190476190477,0.6997929606625258,עמיר,
18,כפר ורבורג,320,504,645,505,303,0.6011904761904762,כן,0.4107142857142857,0.7829457364341085,כפר ורבורג,
18,בית הלל,322,295,444,297,172,0.5830508474576271,כן,0.49830508474576274,0.668918918918919,בית הלל,
18,שאר ישוב,324,196,289,198,127,0.6479591836734694,כן,0.3469387755102041,0.6851211072664359,שאר ישוב,
18,מצובה,325,309,485,311,142,0.459546925566343,כן,0.3883495145631068,0.6412371134020619,מצובה,
18,בית יצחק-שער חפר,326,1102,1418,1106,639,0.5798548094373865,כן,0.46007259528130673,0.7799717912552891,בית יצחק שער חפר,
18,שדות ים,327,437,581,439,201,0.459954233409611,כן,0.3890160183066362,0.7555938037865749,שדות ים,
18,שדה נחמיה,329,311,443,311,149,0.4790996784565916,כן,0.3954983922829582,0.7020316027088036,שדה נחמיה,
18,אלומות,330,137,224,137,54,0.39416058394160586,אמת,0.3722627737226277,0.6116071428571429,אלומות,
18,ניר צבי,331,649,816,656,411,0.6332819722650231,כן,0.4591679506933744,0.803921568627451,ניר צבי,
18,קבוצת יבנה,334,423,595,424,347,0.8203309692671394,ב,0.3971631205673759,0.7126050420168067,קבוצת יבנה,
18,רמת השופט,335,362,552,364,131,0.36187845303867405,מרצ,0.3370165745856354,0.6594202898550725,רמת השופט,
18,דורות,336,314,470,317,170,0.5414012738853503,כן,0.49363057324840764,0.674468085106383,דורות,
18,איבים,338,18,136,18,18,1.0,מחל,0.7222222222222222,0.1323529411764706,איבים,
18,רמת צבי,339,253,346,254,130,0.5138339920948617,כן,0.391304347826087,0.7341040462427746,רמת צבי,
18,גת (קיבוץ),340,253,387,256,96,0.3794466403162055,כן,0.32806324110671936,0.661498708010336,גת קיבוץ,
18,גברעם,342,185,261,186,91,0.4918918918918919,כן,0.40540540540540543,0.7126436781609196,גברעם,
18,חמדיה,343,192,289,196,89,0.4635416666666667,אמת,0.390625,0.6782006920415224,חמדיה,
18,מענית,344,340,454,342,124,0.36470588235294116,כן,0.34411764705882353,0.7533039647577092,מענית,
18,כפר סאלד,345,282,422,285,93,0.32978723404255317,אמת,0.4929078014184397,0.6753554502369669,כפר סאלד,
18,גליל ים,346,212,284,213,80,0.37735849056603776,אמת,0.44339622641509435,0.75,גליל ים,
18,מנרה,347,123,200,125,37,0.3008130081300813,אמת,0.5284552845528455,0.625,מנרה,
18,ניר עם,348,189,321,190,88,0.4656084656084656,אמת,0.37566137566137564,0.5919003115264797,ניר עם,
18,ניצן,351,193,261,193,169,0.8756476683937824,ב,0.3160621761658031,0.7394636015325671,ניצן,
18,גבולות,352,145,255,146,47,0.32413793103448274,מרצ,0.4413793103448276,0.5725490196078431,גבולות,
18,רביבים,354,399,658,401,141,0.3533834586466165,אמת,0.42606516290726815,0.6094224924012158,רביבים,
18,חורשים,355,159,250,159,62,0.389937106918239,מרצ,0.3270440251572327,0.636,חורשים,
18,הגושרים,356,344,496,347,148,0.43023255813953487,אמת,0.3953488372093023,0.6995967741935484,הגושרים,
18,כפר בלום,357,356,573,359,163,0.45786516853932585,כן,0.36797752808988765,0.6265270506108203,כפר בלום,
18,יד מרדכי,358,403,647,405,151,0.3746898263027295,מרצ,0.3598014888337469,0.6259659969088099,יד מרדכי,
